collection_name,dataset_title,total_cell_count,author_cell_type,embedding,first_author,journal,year,doi,collection_url,explorer_url,tissue,disease,collection_id,collection_version_id,dataset_id,dataset_version_id,is_preprint,revised_at,visibility,organism,filter_normal,metric,save_scores,save_cluster_summary,save_annotation,h5ad_url
snRNA-seq of human kidney with ureteral obstruction,snRNA-seq of human kidney with ureteral obstruction,46957,,,Reck,Nat Commun,2025.0,,https://cellxgene.cziscience.com/collections/307ce143-7cc8-4813-99b1-3797834149c9,https://cellxgene.cziscience.com/e/867757c1-3b1a-49d9-a0cd-17767eb160cc.cxg/,kidney,normal | obstructive nephropathy,307ce143-7cc8-4813-99b1-3797834149c9,d74eb989-e8a9-46bb-b4c5-6668addb500a,867757c1-3b1a-49d9-a0cd-17767eb160cc,70ae5e5d-5a40-4ab7-b8dd-becc5dffd4ba,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/70ae5e5d-5a40-4ab7-b8dd-becc5dffd4ba.h5ad
Single-cell transcriptomes from human kidneys reveal the cellular identity of renal tumors,mature,40268,,,Young,Science,2018.0,,https://cellxgene.cziscience.com/collections/125eef58-0f61-4963-9b08-53e851ab65fb,https://cellxgene.cziscience.com/e/105c7dad-0468-4628-a5be-2bb42c6a8ae4.cxg/,cortex of kidney | kidney | kidney blood vessel | renal medulla | renal pelvis,normal,125eef58-0f61-4963-9b08-53e851ab65fb,60fca22c-e960-4d11-aecc-dc9e5b831ad8,105c7dad-0468-4628-a5be-2bb42c6a8ae4,b2699b7c-947c-4d88-8759-e5c05e57f337,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/b2699b7c-947c-4d88-8759-e5c05e57f337.h5ad
"Single-cell analyses of renal cell cancers reveal insights into tumor microenvironment, cell of origin, and therapy response","normal - Single-cell analyses of renal cell cancers reveal insights into tumor microenvironment, cell of origin, and therapy response",6044,,,Zhang,Proc. Natl. Acad. Sci. U.S.A.,2021.0,,https://cellxgene.cziscience.com/collections/1df8c90d-d299-4b2e-a54d-a5a80f36e780,https://cellxgene.cziscience.com/e/f801b7a9-80a6-4d09-9161-71474deb58ae.cxg/,kidney,normal,1df8c90d-d299-4b2e-a54d-a5a80f36e780,3b47d7b9-a421-4018-ab13-7cf564734c0f,f801b7a9-80a6-4d09-9161-71474deb58ae,c0b7ba53-d527-44ae-aa8c-1b7eef19017e,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/c0b7ba53-d527-44ae-aa8c-1b7eef19017e.h5ad
Construction of a human cell landscape at single-cell level,Construction of a human cell landscape at single-cell level,599926,,,Han,Nature,2020.0,,https://cellxgene.cziscience.com/collections/38833785-fac5-48fd-944a-0f62a4c23ed1,https://cellxgene.cziscience.com/e/2adb1f8a-a6b1-4909-8ee8-484814e2d4bf.cxg/,adipose tissue | adrenal gland | artery | ascending colon | bladder organ | blood | bone marrow | brain | cerebellum | chorionic villus | duodenum | embryonic stem cell | esophagus | eye | fallopian tube | gallbladder | heart | ileum | intestine | jejunum | kidney | liver | lung | muscle organ | omentum | ovary | pancreas | placenta | pleura | prostate gland | rectum | rib | sigmoid colon | skin of body | spinal cord | spleen | stomach | temporal lobe | testis | thymus | thyroid gland | trachea | transverse colon | umbilical cord blood | ureter | uterine cervix | uterus | vault of skull | vermiform appendix,normal,38833785-fac5-48fd-944a-0f62a4c23ed1,3386feb4-0595-4223-948d-44a57a78c7d4,2adb1f8a-a6b1-4909-8ee8-484814e2d4bf,74c3403a-451c-4a62-84e0-d8a8e45c7ea7,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/74c3403a-451c-4a62-84e0-d8a8e45c7ea7.h5ad
Spatiotemporal immune zonation of the human kidney,Fetal kidney dataset: full,27197,,,Stewart,Science,2019.0,,https://cellxgene.cziscience.com/collections/120e86b4-1195-48c5-845b-b98054105eec,https://cellxgene.cziscience.com/e/d7dcfd8f-2ee7-4385-b9ac-e074c23ed190.cxg/,kidney,normal,120e86b4-1195-48c5-845b-b98054105eec,36d840d4-d602-460e-8d49-8093fdbb9d66,d7dcfd8f-2ee7-4385-b9ac-e074c23ed190,29dcc0c9-8db4-49ee-a3cc-7c4fca336de8,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/29dcc0c9-8db4-49ee-a3cc-7c4fca336de8.h5ad
Spatiotemporal immune zonation of the human kidney,Fetal kidney dataset: stroma,8345,,,Stewart,Science,2019.0,,https://cellxgene.cziscience.com/collections/120e86b4-1195-48c5-845b-b98054105eec,https://cellxgene.cziscience.com/e/c52de62a-058d-4d78-a464-bdf552378f43.cxg/,kidney,normal,120e86b4-1195-48c5-845b-b98054105eec,36d840d4-d602-460e-8d49-8093fdbb9d66,c52de62a-058d-4d78-a464-bdf552378f43,70fd9b7a-28c0-477a-99b7-a6cae197b587,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/70fd9b7a-28c0-477a-99b7-a6cae197b587.h5ad
Spatiotemporal immune zonation of the human kidney,Mature kidney dataset: full,40268,,,Stewart,Science,2019.0,,https://cellxgene.cziscience.com/collections/120e86b4-1195-48c5-845b-b98054105eec,https://cellxgene.cziscience.com/e/9ea768a2-87ab-46b6-a73d-c4e915f25af3.cxg/,cortex of kidney | kidney | kidney blood vessel | renal medulla | renal pelvis,normal,120e86b4-1195-48c5-845b-b98054105eec,36d840d4-d602-460e-8d49-8093fdbb9d66,9ea768a2-87ab-46b6-a73d-c4e915f25af3,7dafa492-6129-4dff-a794-17bdefde3575,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/7dafa492-6129-4dff-a794-17bdefde3575.h5ad
Spatiotemporal immune zonation of the human kidney,Mature kidney dataset: non PT parenchyma,4620,,,Stewart,Science,2019.0,,https://cellxgene.cziscience.com/collections/120e86b4-1195-48c5-845b-b98054105eec,https://cellxgene.cziscience.com/e/2fc9c59f-3cfd-48d9-9b23-e369ea31bff3.cxg/,cortex of kidney | kidney | kidney blood vessel | renal medulla | renal pelvis,normal,120e86b4-1195-48c5-845b-b98054105eec,36d840d4-d602-460e-8d49-8093fdbb9d66,2fc9c59f-3cfd-48d9-9b23-e369ea31bff3,a221d3e2-63f5-4761-9809-d821e7d21b73,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/a221d3e2-63f5-4761-9809-d821e7d21b73.h5ad
Spatiotemporal immune zonation of the human kidney,Fetal kidney dataset: immune,6847,,,Stewart,Science,2019.0,,https://cellxgene.cziscience.com/collections/120e86b4-1195-48c5-845b-b98054105eec,https://cellxgene.cziscience.com/e/2d31c0ca-0233-41ce-bd1a-05aa8404b073.cxg/,kidney,normal,120e86b4-1195-48c5-845b-b98054105eec,36d840d4-d602-460e-8d49-8093fdbb9d66,2d31c0ca-0233-41ce-bd1a-05aa8404b073,6b1c0042-20ef-46fe-a371-72ee3f19cb45,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/6b1c0042-20ef-46fe-a371-72ee3f19cb45.h5ad
Spatiotemporal immune zonation of the human kidney,Mature kidney dataset: immune,7803,,,Stewart,Science,2019.0,,https://cellxgene.cziscience.com/collections/120e86b4-1195-48c5-845b-b98054105eec,https://cellxgene.cziscience.com/e/20d87640-4be8-487f-93d4-dce38378d00f.cxg/,cortex of kidney | kidney | kidney blood vessel | renal medulla | renal pelvis,normal,120e86b4-1195-48c5-845b-b98054105eec,36d840d4-d602-460e-8d49-8093fdbb9d66,20d87640-4be8-487f-93d4-dce38378d00f,8b3e5cc8-7d84-4290-b86e-1d1c5d0ad149,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/8b3e5cc8-7d84-4290-b86e-1d1c5d0ad149.h5ad
Spatiotemporal immune zonation of the human kidney,Fetal kidney dataset: nephron,10790,,,Stewart,Science,2019.0,,https://cellxgene.cziscience.com/collections/120e86b4-1195-48c5-845b-b98054105eec,https://cellxgene.cziscience.com/e/08073b32-d389-41f4-a4fd-616de76915ab.cxg/,kidney,normal,120e86b4-1195-48c5-845b-b98054105eec,36d840d4-d602-460e-8d49-8093fdbb9d66,08073b32-d389-41f4-a4fd-616de76915ab,8e5b1844-866b-4876-8767-999c8f73c4ed,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/8e5b1844-866b-4876-8767-999c8f73c4ed.h5ad
